,age-group,better-ideas-with-inspirations,fulltext-feedback,gender,inspirations-were-distracting,inspirations-were-diverse,request-timing,satisfied-with-inspirations,session1_brainstormingSessionId,session1_ideatorType,session1_numberOfRequests,session1_numberOfSessionBlurred,session1_numberOfSubmits,session2_brainstormingSessionId,session2_condition,session2_numberOfRequests,session2_numberOfSessionBlurred,session2_numberOfSubmits,tlx-effort,tlx-frustration,tlx-mental,tlx-performance,tlx-temporal,novelty_max,value_max,novelty_min,value_min,novelty_mean,value_mean
74,25 - 34 years old,3.0,I loved the hit brainstorming is what i am usually good at regardless if its tweeking something that has been basically fallen on deaf ears or a way to bring life to a solid subject ie whats a new fundraiser for the xyz facility? dont say car wash or bake sale etc,f,3.0,1.0,in-the-middle,1.0,258,UNDETERMINED,3,0,5,,,,,,5.0,5.0,6.0,4.0,1.0,,,,,,
75,55 - 64 years old,4.0,"I really didn't use the inspiration option, I just clicked on it to see what it would do.",m,5.0,4.0,before,4.0,23,UNMOTIVATED,1,1,2,,,,,,5.0,3.0,5.0,4.0,5.0,,,,,,
76,45 - 54 years old,4.0,,f,5.0,3.0,out-of-ideas|before,3.0,259,UNDETERMINED,2,0,4,,,,,,7.0,3.0,7.0,3.0,1.0,,,,,,
77,25 - 34 years old,1.0,,m,5.0,1.0,out-of-ideas,1.0,260,SEEKER,13,0,14,262,on-idle,9.0,0.0,17.0,6.0,6.0,6.0,2.0,3.0,0.9832485317400381,1.253317037922792,-0.855964577804273,-0.70166492441348,0.21002924205068974,0.26853204793610586
78,35 - 44 years old,3.0,,f,5.0,1.0,out-of-ideas,1.0,268,SEEKER,25,3,6,272,on-idle,6.0,3.0,6.0,6.0,1.0,7.0,1.0,3.0,0.6378713684799681,0.738581906211046,-0.42011196898019104,-0.21694672357913203,-0.05141638715902267,0.18649459826743484
79,25 - 34 years old,3.0,none,m,4.0,2.0,out-of-ideas,4.0,266,SEEKER,5,0,4,267,baseline,0.0,0.0,10.0,6.0,3.0,6.0,3.0,4.0,1.050182482267789,1.398256412397205,-0.227897381014136,-0.576960026699997,0.44045556027808186,0.44542542499395843
80,18 - 24 years old,2.0,,f,1.0,4.0,out-of-ideas|in-the-middle,4.0,269,SEEKER,13,0,7,270,on-demand,26.0,0.0,7.0,4.0,2.0,5.0,3.0,1.0,0.7411952682122821,1.146890632964395,-1.3542485066781471,-0.23249981964653102,-0.21247173446593431,0.07669997673472359
81,25 - 34 years old,2.0,,m,4.0,4.0,before,3.0,22,AVOIDER,1,0,9,24,on-demand,0.0,0.0,9.0,5.0,1.0,6.0,1.0,4.0,1.437040059824308,1.334142746338303,0.009531354804516001,-0.181269426073906,0.4206585001953922,0.2334261631692901
82,25 - 34 years old,4.0,Maybe provide a mock-up image of the technology to help give the person a better idea of it. Thank you!,f,5.0,2.0,out-of-ideas,2.0,273,SEEKER,14,0,10,274,baseline,0.0,0.0,17.0,6.0,4.0,5.0,2.0,3.0,0.9684483298241181,1.3050313070213662,-1.206597135744059,-1.247340599829187,-0.12695454104916237,0.01979159893029072
83,25 - 34 years old,1.0,,m,1.0,1.0,bored,1.0,276,UNMOTIVATED,1,4,2,,,,,,7.0,7.0,7.0,7.0,7.0,,,,,,
84,25 - 34 years old,2.0,"During the second phase, I assumed the technology had sound with the video but that might have been wrong to assume. I had ideas that did not involve sound so I hope that I still qualify for payment. Either way thank you for this opportunity and have a blessed day!",m,5.0,2.0,out-of-ideas|before|in-the-middle,1.0,278,SEEKER,6,0,3,279,on-demand,7.0,0.0,10.0,5.0,5.0,5.0,4.0,3.0,1.138064712695118,1.379713633549146,-0.681124771039301,-1.343916867655739,-0.02417477182946692,-0.11952986891745052
85,18 - 24 years old,3.0,I really enjoyed doing this HIT!,f,5.0,1.0,out-of-ideas|before,1.0,280,UNDETERMINED,2,0,3,,,,,,7.0,1.0,5.0,2.0,2.0,,,,,,
86,35 - 44 years old,2.0,"thank you very much. Very interesting and enjoyable study, I hope I gave at least a couple decent ideas.",m,5.0,3.0,in-the-middle,2.0,281,SEEKER,5,0,9,284,on-idle,0.0,0.0,12.0,6.0,3.0,5.0,3.0,3.0,1.020172698306121,0.9070128616698191,-1.409065869264496,-1.180357949688079,0.02304142425941727,0.12327343601027592
87,25 - 34 years old,2.0,,m,4.0,1.0,before,2.0,282,SEEKER,11,0,11,285,baseline,0.0,0.0,11.0,6.0,6.0,6.0,6.0,3.0,0.367910019564264,1.020335197992593,-1.8683479738293771,-1.604559634783407,-0.7719330994479431,-0.5531031648070127
88,45 - 54 years old,3.0,It was a difficult concept to come up with more than one idea,unknown,5.0,3.0,out-of-ideas,2.0,283,UNMOTIVATED,0,0,2,,,,,,5.0,2.0,6.0,3.0,6.0,,,,,,
89,35 - 44 years old,1.0,,f,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,289,SEEKER,18,3,8,291,on-demand,22.0,1.0,13.0,7.0,4.0,7.0,4.0,3.0,1.010887938725952,0.8752812400571041,-1.110578247060332,-0.9800463773665621,-0.049850091338307916,-0.17100124957827484
90,55 - 64 years old,2.0,,f,5.0,3.0,in-the-middle,2.0,287,SEEKER,15,0,12,288,on-idle,0.0,0.0,25.0,6.0,1.0,5.0,2.0,3.0,0.732838334781822,0.814668543234067,-1.43085451501917,-1.290943631086056,-0.19936288661717408,-0.19498921311696715
91,45 - 54 years old,1.0,This was a very interesting survey!,f,5.0,1.0,out-of-ideas|in-the-middle,1.0,292,SEEKER,5,0,6,294,on-idle,0.0,0.0,6.0,7.0,1.0,7.0,1.0,4.0,0.5980506325754891,-0.058529260021231,-1.08294760601904,-1.069107608346231,-0.27401334747501116,-0.4453916376409637
92,25 - 34 years old,2.0,,m,2.0,1.0,before,2.0,293,UNDETERMINED,2,0,3,,,,,,2.0,1.0,5.0,3.0,6.0,,,,,,
93,25 - 34 years old,1.0,,f,5.0,1.0,out-of-ideas,1.0,295,SEEKER,10,0,9,296,baseline,0.0,10.0,7.0,5.0,3.0,7.0,5.0,2.0,0.091483993513784,-0.46387947855972905,-1.109747968912186,-1.586608864564984,-0.6257907505276253,-1.048974191887582
94,25 - 34 years old,1.0,,f,5.0,2.0,out-of-ideas|before|in-the-middle,2.0,298,SEEKER,14,0,7,299,on-idle,5.0,0.0,11.0,6.0,5.0,6.0,3.0,2.0,0.9535616266465371,0.93263686452768,-0.534175743209926,-0.2909146598676,0.28922726009914174,0.3976421916205823
95,25 - 34 years old,4.0,,m,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,28,UNDETERMINED,2,0,8,,,,,,6.0,5.0,6.0,3.0,1.0,,,,,,
96,35 - 44 years old,3.0,,f,3.0,3.0,did-not,3.0,322,UNMOTIVATED,0,0,2,,,,,,6.0,3.0,6.0,2.0,7.0,,,,,,
97,25 - 34 years old,2.0,"ran smoothly though it is strange that the longer block of 15 minutes pays less than the shorter block of 10 minutes, that disparity isn't ideal.",f,5.0,1.0,out-of-ideas,1.0,321,SEEKER,12,2,10,323,on-demand,17.0,0.0,15.0,7.0,2.0,6.0,1.0,3.0,0.9151118319322181,0.9984365548593791,-0.7358626934881111,-0.39740188359855405,0.28988639385893455,0.4078971503631117
98,35 - 44 years old,2.0,,m,5.0,1.0,out-of-ideas|before,1.0,326,UNDETERMINED,3,2,7,,,,,,7.0,1.0,5.0,6.0,4.0,,,,,,
99,35 - 44 years old,2.0,,f,5.0,2.0,out-of-ideas,1.0,328,SEEKER,6,4,5,330,baseline,0.0,5.0,6.0,7.0,5.0,6.0,3.0,3.0,0.33841114701490604,1.073859334790337,-0.275326571665094,-0.299551522461862,0.08735065526854086,0.30683444204267113
100,45 - 54 years old,2.0,This was very fun! I feel like if I had more time I could have come up with lots of or better ideas. Is that fabric for real?!! That would be amazing if it is.,f,3.0,2.0,before,3.0,29,AVOIDER,1,0,3,30,on-idle,3.0,0.0,3.0,4.0,1.0,5.0,3.0,5.0,1.239667518330171,0.952743000251363,-0.16506533615832902,-0.141800464290807,0.3407549061250707,0.43159912988133037
101,25 - 34 years old,1.0,"Thanks, good luck in your study.",m,5.0,1.0,out-of-ideas|in-the-middle|bored,1.0,333,AVOIDER,1,12,5,336,on-demand,3.0,13.0,4.0,5.0,5.0,6.0,4.0,5.0,0.8194020726365361,0.036624092062738006,-0.9553583318305521,-0.19980764911933702,0.308028663383593,-0.0454785783721195
102,25 - 34 years old,2.0,Thank you for the opportunity to share my ideas.,m,4.0,3.0,out-of-ideas|before|in-the-middle,4.0,332,UNDETERMINED,3,0,15,,,,,,6.0,3.0,5.0,3.0,6.0,,,,,,
103,25 - 34 years old,1.0,Thanks.,m,5.0,2.0,out-of-ideas,2.0,334,SEEKER,12,0,12,335,on-demand,10.0,0.0,13.0,5.0,1.0,4.0,2.0,2.0,0.9731491336961241,0.9281818675504211,-1.503910634544773,-0.870887065575739,-0.09681788057802115,0.05323317712906716
104,35 - 44 years old,3.0,,f,5.0,2.0,out-of-ideas|before,2.0,337,SEEKER,12,1,4,338,baseline,0.0,0.0,10.0,6.0,4.0,4.0,4.0,3.0,0.9748820285251921,1.023023182654238,-0.529774274789493,-0.35490422188791604,0.3619052854058462,0.34865268470415317
105,18 - 24 years old,2.0,,f,4.0,1.0,out-of-ideas,1.0,340,UNDETERMINED,3,0,11,,,,,,5.0,2.0,5.0,2.0,6.0,,,,,,
106,65 - 75 years old,2.0,This was a very interesting study! I think there should have been a little more time to reflect on possible ideas. I had formulated other ideas but had not couched them in words. ,m,1.0,4.0,in-the-middle,4.0,343,UNMOTIVATED,2,0,2,,,,,,7.0,3.0,5.0,4.0,4.0,,,,,,
107,55 - 64 years old,1.0,,f,5.0,2.0,before,2.0,342,UNDETERMINED,4,0,4,,,,,,4.0,2.0,5.0,3.0,3.0,,,,,,
108,35 - 44 years old,2.0,I had no issues and the suggestions were really helpful,m,5.0,2.0,in-the-middle,1.0,344,SEEKER,7,1,10,,,,,,7.0,1.0,7.0,2.0,3.0,,,,,,
109,45 - 54 years old,3.0,,f,2.0,3.0,in-the-middle,2.0,345,SEEKER,10,0,3,,,,,,3.0,1.0,2.0,4.0,3.0,,,,,,
110,25 - 34 years old,2.0,"I don't think my ideas were very good but this exercise was stimulating and different than usual, so I enjoyed it.",f,4.0,1.0,out-of-ideas|before|in-the-middle,1.0,349,SEEKER,9,0,7,,,,,,6.0,5.0,7.0,4.0,4.0,,,,,,
111,25 - 34 years old,5.0,none,m,1.0,5.0,out-of-ideas|before,5.0,350,SEEKER,6,7,3,,,,,,7.0,1.0,5.0,1.0,3.0,,,,,,
112,25 - 34 years old,2.0,,m,4.0,3.0,out-of-ideas,1.0,351,SEEKER,15,2,7,,,,,,4.0,3.0,5.0,3.0,3.0,,,,,,
113,25 - 34 years old,2.0,,m,1.0,1.0,out-of-ideas|in-the-middle,1.0,352,SEEKER,9,0,8,,,,,,4.0,3.0,3.0,4.0,5.0,,,,,,
114,55 - 64 years old,1.0,"No advice, but thank you for the fun HIT!",f,5.0,2.0,out-of-ideas|before,1.0,357,SEEKER,13,0,5,,,,,,5.0,1.0,3.0,1.0,4.0,,,,,,
115,55 - 64 years old,4.0,,m,4.0,2.0,before,4.0,356,AVOIDER,1,0,6,359,baseline,0.0,0.0,11.0,6.0,3.0,6.0,3.0,5.0,0.7377194467410241,0.814668543234067,-1.418545413149651,-1.68677040678504,-0.3815457654854986,-0.36128080771289034
116,35 - 44 years old,2.0,I was surprised how useful the inspiration ideas especially with how much it helped me as a starting point.,f,4.0,2.0,out-of-ideas,1.0,32,UNDETERMINED,3,0,15,,,,,,6.0,2.0,6.0,2.0,5.0,,,,,,
117,25 - 34 years old,4.0,Thank you!,m,3.0,1.0,out-of-ideas,2.0,354,SEEKER,12,0,6,,,,,,4.0,2.0,4.0,3.0,2.0,,,,,,
118,45 - 54 years old,3.0,,m,1.0,3.0,did-not,1.0,355,AVOIDER,0,0,8,358,on-idle,8.0,0.0,13.0,6.0,2.0,6.0,3.0,4.0,0.7459591499558701,0.666669321301366,-1.123943883502335,-0.7712042227840621,-0.08688082380088374,-0.09978923994134287
119,45 - 54 years old,3.0,"I actually found this really interesting, I just have no idea if my ideas were any good. It was kind of fun to think of things I think would be useful.",f,5.0,2.0,in-the-middle,2.0,360,SEEKER,10,0,8,,,,,,6.0,5.0,6.0,3.0,5.0,,,,,,
120,35 - 44 years old,2.0,,f,5.0,1.0,out-of-ideas,1.0,361,UNDETERMINED,3,0,10,,,,,,4.0,4.0,5.0,3.0,4.0,,,,,,
121,25 - 34 years old,1.0,Thanks!,m,5.0,1.0,in-the-middle,1.0,362,SEEKER,7,2,4,,,,,,4.0,2.0,2.0,2.0,1.0,,,,,,
122,18 - 24 years old,2.0,,m,4.0,1.0,before,1.0,363,SEEKER,19,1,6,,,,,,6.0,4.0,6.0,2.0,1.0,,,,,,
123,25 - 34 years old,2.0,,m,4.0,2.0,did-not,2.0,364,AVOIDER,0,0,6,365,on-demand,0.0,2.0,11.0,7.0,1.0,5.0,2.0,1.0,0.9042599370370921,0.8950546233680371,-0.445250710307019,-1.727850952695533,0.06421139932147728,-0.22862131509619976
124,25 - 34 years old,3.0,Thank you.,m,5.0,1.0,out-of-ideas,1.0,385,SEEKER,21,12,5,386,on-demand,30.0,9.0,7.0,5.0,5.0,3.0,3.0,2.0,1.143734737723132,1.252603094335134,-0.34723548340111704,-0.22977641218154501,0.2832629492483157,0.4982452481274144
125,25 - 34 years old,1.0,"None, thank you!",m,5.0,1.0,out-of-ideas|before|in-the-middle,1.0,387,SEEKER,5,5,3,388,on-idle,20.0,0.0,4.0,5.0,1.0,5.0,1.0,1.0,0.643702367108215,0.35034654721327,-1.1437164663845931,0.10957009198089501,0.030146099420139016,0.22396426388538204
126,25 - 34 years old,2.0,"Overall, I really liked the format and enjoyed this task. It would be good if when given an inspiration idea you could just type in that box and add on to others ideas.",f,1.0,4.0,out-of-ideas,4.0,389,UNDETERMINED,4,0,6,,,,,,5.0,1.0,2.0,2.0,1.0,,,,,,
127,35 - 44 years old,2.0,,m,5.0,2.0,out-of-ideas|before,1.0,34,UNDETERMINED,4,7,4,,,,,,6.0,1.0,6.0,6.0,1.0,,,,,,
128,25 - 34 years old,1.0,,m,5.0,4.0,out-of-ideas|in-the-middle,2.0,391,SEEKER,13,0,5,,,,,,4.0,1.0,5.0,2.0,3.0,,,,,,
129,35 - 44 years old,2.0,,m,5.0,2.0,before,2.0,390,SEEKER,5,2,3,392,baseline,0.0,0.0,5.0,5.0,3.0,4.0,4.0,2.0,0.8423745294735421,1.097652880637982,-1.300328258416002,-1.6053763006367272,0.09944947797821019,0.13285809083204034
130,35 - 44 years old,2.0,i thought wasnt enough time to finish the task i felt rushed and therefore it impacted the number and quality of the ideas i came up to,f,3.0,4.0,out-of-ideas|before|in-the-middle|bored,2.0,394,UNMOTIVATED,3,1,2,,,,,,7.0,7.0,7.0,3.0,7.0,,,,,,
131,25 - 34 years old,1.0,,m,5.0,2.0,out-of-ideas,2.0,396,UNDETERMINED,4,7,4,,,,,,6.0,6.0,7.0,2.0,6.0,,,,,,
132,55 - 64 years old,1.0,"I had to read a lot of the inspirations in order to understand what the idea was in the first place. It was describing a technology, but what about it? Besides having trouble understanding the technology, I had no context about what the generated ideas were supposed to be like. I feel this is going to be difficult to explain, but when I read the technology I felt ""What about it? What is it that you are asking me about something that's a description of something?"" So it took a while of reading inspirations to get what it is that you wanted. Now some five minutes had gone by after I read and re-read the technology a number of times, wondered about it, wondered what you were looking for, and read quite a few inspirations. The ticking clock made me crazy, extremely anxious, and not at all playful. I thought how normally if I sat down to do something like this I might spend half an hour thinking about the technology before I even started the ideas, and I would spend at least an hour brainstorming ideas. Then I would come back to it, probably on another day, read things over and do it again, while thinking about it generally at off moments. I am really not the right person to be confused about what something is and then have good ideas in the rest of the ten minutes. I realize that part of it is the ticking clock, which as I said made me anxious and non-playful. This is not advice or recommendations, just a report of my experience with the HIT and how I would normally brainstorm at extreme leisure.",f,5.0,1.0,before,1.0,397,SEEKER,19,0,6,,,,,,7.0,7.0,7.0,5.0,7.0,,,,,,
133,25 - 34 years old,2.0,,m,5.0,2.0,did-not,2.0,398,AVOIDER,0,0,3,399,on-demand,0.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,0.43262197957485105,0.991341204676018,-0.49252797951492505,-0.8372891784673531,-0.14131451347510127,0.0012831697267862152
134,25 - 34 years old,4.0,,m,3.0,2.0,before|in-the-middle,2.0,405,SEEKER,7,6,3,,,,,,4.0,3.0,4.0,5.0,3.0,,,,,,
135,25 - 34 years old,1.0,,f,5.0,1.0,out-of-ideas,1.0,406,UNDETERMINED,4,4,7,,,,,,5.0,3.0,6.0,4.0,1.0,,,,,,
136,25 - 34 years old,3.0,,m,3.0,3.0,did-not,3.0,36,AVOIDER,0,0,6,37,baseline,0.0,0.0,10.0,6.0,6.0,5.0,3.0,3.0,0.8186665044695871,0.780913820769448,-0.7975951653219261,-0.5811112270014831,0.11191836166359796,-0.0024663748118242124
137,25 - 34 years old,3.0,None that I can think of.  Thank you for the opportunity to participate!,f,4.0,2.0,out-of-ideas|before|in-the-middle,2.0,408,SEEKER,30,0,6,,,,,,6.0,5.0,6.0,4.0,7.0,,,,,,
138,25 - 34 years old,3.0,I thought it was a well paced task and good for creativity.,f,2.0,1.0,did-not,2.0,410,AVOIDER,0,2,10,411,on-idle,7.0,0.0,15.0,3.0,3.0,4.0,2.0,1.0,1.327796064606972,1.079808368740489,-0.42784208309019406,-0.19018373939780703,0.2552365733513508,0.37910866890681044
139,25 - 34 years old,1.0,,m,5.0,1.0,before,1.0,412,AVOIDER,1,2,3,413,baseline,0.0,0.0,4.0,7.0,1.0,7.0,3.0,1.0,0.814942150731717,0.8804984383311321,0.23176487633870402,0.10157288224187101,0.5255518491292765,0.4754593570226773
140,45 - 54 years old,4.0,,f,1.0,3.0,out-of-ideas,3.0,414,SEEKER,22,7,7,,,,,,5.0,2.0,5.0,6.0,3.0,,,,,,
141,25 - 34 years old,4.0,,m,3.0,4.0,out-of-ideas,3.0,418,AVOIDER,1,1,4,419,on-demand,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.588208572091368,0.8668660722405861,-0.524969266789698,-0.45100448969472906,-0.005971242335340257,0.212887807001952
142,35 - 44 years old,2.0,,f,4.0,3.0,before,3.0,416,SEEKER,8,0,5,,,,,,6.0,6.0,5.0,3.0,5.0,,,,,,
143,35 - 44 years old,3.0,cool beans,m,1.0,4.0,out-of-ideas|in-the-middle,4.0,420,AVOIDER,0,4,3,421,on-idle,26.0,0.0,4.0,5.0,2.0,5.0,4.0,2.0,-0.74105719560306,0.5342612238098701,-1.9958018856686532,-1.782538374054886,-1.2102437019740377,-0.6134230807017355
144,25 - 34 years old,2.0,,m,5.0,2.0,before,2.0,38,UNDETERMINED,2,2,4,,,,,,6.0,5.0,7.0,4.0,4.0,,,,,,
145,25 - 34 years old,2.0,"i had a good experience...i think overall the task is fine the way it is..i like the layout/format and the time given is ampleyou could just be a tad bit more specific about the ""idea task"" itself..the way it was worded could be a little confusing",m,4.0,2.0,before|in-the-middle,1.0,425,SEEKER,5,5,5,,,,,,5.0,4.0,5.0,3.0,3.0,,,,,,
146,35 - 44 years old,2.0,Interesting,unknown,3.0,2.0,out-of-ideas|before,2.0,428,UNDETERMINED,4,0,5,,,,,,6.0,4.0,5.0,2.0,4.0,,,,,,
147,25 - 34 years old,2.0,Maybe include a stand in image of the device just so people have something to latch onto mentally. Otherwise was an interesting survey/ thought experiment. ,m,5.0,2.0,out-of-ideas,2.0,427,SEEKER,11,0,8,,,,,,3.0,1.0,2.0,2.0,1.0,,,,,,
148,45 - 54 years old,4.0,,m,2.0,3.0,out-of-ideas|before,4.0,45,SEEKER,11,0,3,47,on-demand,8.0,0.0,7.0,6.0,2.0,5.0,3.0,5.0,0.865384716260943,1.430414368739637,-0.536581225561483,-0.142515598921611,0.26604168799326045,0.44000402858098336
149,25 - 34 years old,3.0,,f,3.0,4.0,out-of-ideas,2.0,434,AVOIDER,1,0,13,436,baseline,0.0,0.0,10.0,6.0,2.0,5.0,4.0,2.0,0.9919574291968931,1.1543561293831721,-0.120086297331898,-0.9871606822014811,0.2908153861772503,0.026811587792896985
150,65 - 75 years old,2.0,It was fun and I enjoyed it.,unknown,5.0,2.0,in-the-middle,2.0,429,SEEKER,5,0,11,,,,,,6.0,2.0,6.0,2.0,3.0,,,,,,
151,35 - 44 years old,3.0,I found this very interesting and it was fun to imagine the technology and all the ideas for how it could be used.,f,5.0,1.0,out-of-ideas|in-the-middle,2.0,431,SEEKER,13,0,13,,,,,,7.0,4.0,7.0,3.0,6.0,,,,,,
152,18 - 24 years old,5.0,none,m,1.0,5.0,out-of-ideas,5.0,435,SEEKER,14,28,13,,,,,,7.0,2.0,4.0,6.0,2.0,,,,,,
153,45 - 54 years old,1.0,This was very interesting and a very different task than what I've done before! Thank you for the opportunity to participate! I would love to do so again in the future!,f,5.0,1.0,out-of-ideas|in-the-middle,1.0,437,SEEKER,7,0,4,,,,,,6.0,4.0,6.0,3.0,3.0,,,,,,
154,55 - 64 years old,3.0,Really enjoyed this.,unknown,5.0,1.0,out-of-ideas,1.0,439,SEEKER,16,0,10,,,,,,7.0,1.0,7.0,3.0,7.0,,,,,,
155,45 - 54 years old,5.0,"The inspirations were about applications of the technology, but the banner on the top seemed to me to request ways the technology could work. Confusing.",m,1.0,4.0,before,4.0,440,UNMOTIVATED,8,1,2,,,,,,6.0,6.0,6.0,5.0,7.0,,,,,,
156,,,,,,,,,441,SEEKER,6,0,7,,,,,,,,,,,,,,,,
157,35 - 44 years old,3.0,This is the type of HIT that I could brainstorm on for a long time.  The possibilities for a device of that nature could be endless!,f,5.0,2.0,out-of-ideas,2.0,443,UNDETERMINED,2,0,6,,,,,,6.0,3.0,5.0,2.0,4.0,,,,,,
158,35 - 44 years old,2.0,,f,4.0,3.0,out-of-ideas,2.0,445,SEEKER,21,2,6,,,,,,6.0,2.0,3.0,2.0,3.0,,,,,,
159,25 - 34 years old,5.0,Thank you! I hope some of the ideas turn out to be useful!,f,4.0,2.0,in-the-middle,4.0,39,SEEKER,10,0,6,43,on-idle,8.0,5.0,10.0,5.0,1.0,5.0,3.0,1.0,0.7229008605558841,0.9013115200658051,-0.471999775709783,-0.441015779499323,-0.020365241780738,0.1559175643386236
160,35 - 44 years old,1.0,"I think I did the HIT correctly but if you need something different from me, feel free to contact me. ",f,5.0,1.0,before|in-the-middle,1.0,454,SEEKER,8,0,3,,,,,,6.0,5.0,5.0,3.0,5.0,,,,,,
161,18 - 24 years old,2.0,unsure if I get the 7 or 4 dollars hope it's 7,f,5.0,1.0,out-of-ideas|before,2.0,453,AVOIDER,1,0,9,456,baseline,0.0,0.0,7.0,7.0,7.0,7.0,5.0,1.0,0.6422412565540261,0.9861772983022241,-1.338119428525659,-0.47529985050190904,-0.17898435481732244,0.17150266133683129
